"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Weapon of the Sun And Moon","O:TTG","177","rare","generic variant","requires attunement","","","","","","A creature in possession of both the Lunar Weapon and the Solar Amulet can perform a 1-hour ritual (as if attuning to a magic item) to combine those items, forming the Weapon of the Sun and Moon.In addition to having the properties of both the Lunar Weapon and the Solar Amulet, this weapon is considered a +1 Weapon and gains two Eclipse Powers. During the day, the Weapon of the Sun and Moon can use its Eclipse Power to cast the Darkness spell; this version of the spell creates a 60-foot-radius sphere of darkness, instead of its normal size. During the night, it can use its Eclipse Power to cast the Daylight spell. Once the daytime Eclipse Power is used, it can't be used again until the next dawn; once the nighttime Eclipse Power is used, it can't be used again until the next dusk. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Antimatter Rifle of the Sun And Moon)Automatic Pistol (Automatic Pistol of the Sun And Moon)Automatic Rifle (Automatic Rifle of the Sun And Moon)Axe (Axe of the Sun And Moon)Battle Axe (Battle Axe of the Sun And Moon)Battleaxe (Battleaxe of the Sun And Moon)Bellow Flute (Bellow Flute of the Sun And Moon)Blowgun (Blowgun of the Sun And Moon)Boat Oar (Boat Oar of the Sun And Moon)Boomerang (Boomerang of the Sun And Moon)Butterfly Staff (Butterfly Staff of the Sun And Moon)Candlemaker's Club (Candlemaker's Club of the Sun And Moon)Club (Club of the Sun And Moon)Dagger (Dagger of the Sun And Moon)Dandelion Spear (Dandelion Spear of the Sun And Moon)Dart (Dart of the Sun And Moon)Double-Bladed Scimitar (Double-Bladed Scimitar of the Sun And Moon)Drive Shaft (Drive Shaft of the Sun And Moon)Fan (Fan of the Sun And Moon)Field Spear (Field Spear of the Sun And Moon)Flail (Flail of the Sun And Moon)Frying Pan (Frying Pan of the Sun And Moon)Glaive (Glaive of the Sun And Moon)Greataxe (Greataxe of the Sun And Moon)Greatclub (Greatclub of the Sun And Moon)Greatsword (Greatsword of the Sun And Moon)Halberd (Halberd of the Sun And Moon)Hammer (Hammer of the Sun And Moon)Hand Crossbow (Hand Crossbow of the Sun And Moon)Handaxe (Handaxe of the Sun And Moon)Heavy Crossbow (Heavy Crossbow of the Sun And Moon)Heavy Hammer (Heavy Hammer of the Sun And Moon)Hooked Shortspear (Hooked Shortspear of the Sun And Moon)Hoopak (Hoopak of the Sun And Moon)Hunting Rifle (Hunting Rifle of the Sun And Moon)Iron Tea Kettle (Iron Tea Kettle of the Sun And Moon)Javelin (Javelin of the Sun And Moon)Lance (Lance of the Sun And Moon)Laser Pistol (Laser Pistol of the Sun And Moon)Laser Rifle (Laser Rifle of the Sun And Moon)Light Crossbow (Light Crossbow of the Sun And Moon)Light Hammer (Light Hammer of the Sun And Moon)Light Repeating Crossbow (Light Repeating Crossbow of the Sun And Moon)Lom Lom Dagger (Lom Lom Dagger of the Sun And Moon)Long Sword (Long Sword of the Sun And Moon)Longbow (Longbow of the Sun And Moon)Longsword (Longsword of the Sun And Moon)Mace (Mace of the Sun And Moon)Mattock (Mattock of the Sun And Moon)Maul (Maul of the Sun And Moon)Morningstar (Morningstar of the Sun And Moon)Musket (Musket of the Sun And Moon)Nakudama Bubble Rod (Nakudama Bubble Rod of the Sun And Moon)Net (Net of the Sun And Moon)Pike (Pike of the Sun And Moon)Pistol (Pistol of the Sun And Moon)Quarterstaff (Quarterstaff of the Sun And Moon)Rapier (Rapier of the Sun And Moon)Revolver (Revolver of the Sun And Moon)Scimitar (Scimitar of the Sun And Moon)Secret Stone Sword (Secret Stone Sword of the Sun And Moon)Shepherd Crook (Shepherd Crook of the Sun And Moon)Shortbow (Shortbow of the Sun And Moon)Shortsword (Shortsword of the Sun And Moon)Shotgun (Shotgun of the Sun And Moon)Shovel (Shovel of the Sun And Moon)Sickle (Sickle of the Sun And Moon)Sling (Sling of the Sun And Moon)Spear (Spear of the Sun And Moon)Staff (Staff of the Sun And Moon)Sword (Sword of the Sun And Moon)Tapper Sack (Tapper Sack of the Sun And Moon)Trident (Trident of the Sun And Moon)Umbrella (Umbrella of the Sun And Moon)Vaulter's Axe (Vaulter's Axe of the Sun And Moon)Vertebrae Sword (Vertebrae Sword of the Sun And Moon)War Pick (War Pick of the Sun And Moon)Warhammer (Warhammer of the Sun And Moon)Whip (Whip of the Sun And Moon)Yklwa (Yklwa of the Sun And Moon)"
"Weaving Wasp Needles","TGS2","187","uncommon","weapon (Dart), simple weapon, ranged weapon","","1d4 Piercing","finesse, thrown (20/60 ft.)","","¼ lb.","","This pair of dark, chiseled throwing needles are linked by a magical bond. A needle that hits a Large or smaller creature flies around it for 1 minute or until the creature falls to 0 hit points. If both needles fly around the same creature, they spin a magical thread that binds and restrains it. The creature is restrained until freed or until you take a bonus action to speak the needles' command word to release it. A creature can use its action to make a DC 13 Strength check, freeing itself or another creature within its reach on a success. Once the needles restrain a creature in this way, this property can't be used again until the next dawn.In addition, you can use the needles as a set of weaver's tools. These magical needles can act on their own to either mend a simple tear or craft a simple garment given the proper materials in 1 minute or over the course of a short rest, respectively. As an action, you can speak the needles' other command word, followed by a description of the task, to cause them to spring to life and begin sewing and crafting. Uttering this command word again causes them to stop early and fall to the ground. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Webgrip Bow","TGS2","188","rare","generic variant","requires attunement","","","","","","This 8-armed bow uses the remains of a spindly spider's legs and maw. The bow has 3 charges and regains all expended charges daily at dawn. When you make a ranged attack with the bow, you can expend 1 of its charges to lace it with sticky spider silk. On a hit, the arrow magically sheds the silk and releases it as a netlike web. If the target is a Medium or smaller creature, it and each Medium or smaller creature within 5 feet of it must succeed on a DC 15 Dexterity saving throw or be restrained until the end of your next turn. If the target is a Large creature, only it must succeed on the saving throw instead. Huge and larger creatures are unaffected by the web. Summon Spiders. While holding the weapon, you can use an action to speak its command word to summon 2 swarms of insects (spiders) or 1 giant spider, which appear in unoccupied spaces that you can see within 10 feet of you. The GM has the creatures' statistics. The summoned creatures are friendly to you and your companions. Roll initiative for the summoned creatures as a group, which have their own turns. They obey any verbal commands that you issue to them (no action required by you). If you don't issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. A summoned creature disappears when it drops to 0 hit points, after 1 hour, or when you end the effect early as a bonus action. Once this property of the bow has been used, it can't be used again until the next dawn. Base items. This item variant can be applied to the following base items:Longbow (Webgrip Longbow)Shortbow (Webgrip Shortbow)"
"Weird Tank","PotA","223","rare","wondrous item","requires attunement","","","","","","A weird tank is a ten-gallon tank of blown glass and sculpted bronze with a backpack-like carrying harness fashioned from tough leather. A water weird is contained within the tank. While wearing the tank, you can use an action to open it, allowing the water weird to emerge. The water weird acts immediately after you in the initiative order, and it is bound to the tank.You can command the water weird telepathically (no action required) while you wear the tank. You can close the tank as an action only if you have first commanded the water weird to retract into it or if the water weird is dead.If the water weird is killed, the tank loses its magical containment property until it spends at least 24 hours inside an elemental water node. When the tank is recharged, a new water weird forms inside it.The tank has AC 15, 50 hit points, vulnerability to bludgeoning damage, and immunity to poison and psychic damage. Reducing the tank to 0 hit points destroys it and the water weird contained within it."
"Well of Many Worlds","DMG'14","213","legendary","wondrous item","","","","","","","This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter.You can use an action to unfold and place the well of many worlds on a solid surface, whereupon it creates a two-way portal to another world or plane of existence. Each time the item opens a portal, the DM decides where it leads. You can use an action to close an open portal by taking hold of the edges of the cloth and folding it up. Once well of many worlds has opened a portal, it can't do so again for 1d8 hours."
"Well of Many Worlds","DMG'24","324","legendary","wondrous item","","","","","","","This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief. It unfolds into a circular sheet 6 feet in diameter.You can take a Magic action to unfold the Well of Many Worlds and place it on a solid surface, whereupon it forms a two-way, 6-foot-diameter, circular portal to another world or plane of existence. Each time the item opens a portal, the DM decides where it leads. The portal remains open until a creature within 5 feet of it takes a Magic action to close it by taking hold of the edges of the cloth and folding it up.Once the Well of Many Worlds has opened a portal, it can't do so again for 1d8 hours."
"Wheel of Stars","AI","222","very rare","wondrous item","requires attunement","","","","","","While attuned to this device, you have a +1 bonus to Wisdom saving throws, and you can use an action to cast the dancing lights, guidance, or message cantrips. Portent of the Stars. As a reaction when a creature you can see within 60 feet of you makes an attack roll, saving throw, or ability check, you make that creature roll a d10 and add or subtract the number rolled (your choice) from the roll. Once you use this feature of the wheel of stars, it cannot be used again until the next dawn. Alter Gravity. As an action, you can cast fly on yourself or you can cast levitate (save DC 15). Once you use this feature of the wheel of stars, it cannot be used again until the next dawn. Part of a Whole. While this component is not installed in the Orrery of the Wanderer, its magic might function sporadically or with unpredictable side effects, as determined by the DM."
"Wheel of Wind and Water","ERLW","280","uncommon","wondrous item","","","","","","","When mounted at the helm of an elemental galleon or airship, this wheel allows a creature that possesses the Mark of Storm to telepathically control the elemental bound inside the vessel.If a wheel of wind and water is mounted on a mundane sailing ship, a creature with the Mark of Storm who is using the wheel can create an area of ideal conditions around the vessel, increasing its speed by 5 miles per hour."
"Whelm","DMG'14","218","legendary","weapon (Warhammer), martial weapon, melee weapon","requires attunement by a dwarf","1d8 Bludgeoning","thrown (20/60 ft.), versatile (1d10)","","2 lb.","","Whelm is a powerful warhammer forged by dwarves and lost in the dungeon of White Plume Mountain.You gain a +3 bonus to attack and damage rolls made with this magic weapon. At dawn the day after you first make an attack roll with Whelm, you develop a fear of being outdoors that persists as long as you remain attuned to the weapon. This causes you to have disadvantage on attack rolls, saving throws, and ability checks while you can see the daytime sky. Thrown Weapon. Whelm has the thrown property, with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged weapon attack using it, the target takes an extra 1d8 bludgeoning damage, or an extra 2d8 bludgeoning damage if the target is a giant. Each time you throw the weapon, it flies back to your hand after the attack. If you don't have a hand free, the weapon lands at your feet. Shock Wave. You can use an action to strike the ground with Whelm and send a shock wave out from the point of impact. Each creature of your choice on the ground within 60 feet of that point must succeed on a DC 15 Constitution saving throw or become stunned for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once used, this property can't be used again until the next dawn. Supernatural Awareness. While you are holding the weapon, it alerts you to the location of any secret or concealed doors within 30 feet of you. In addition, you can use an action to cast detect evil and good or locate object from the weapon. Once you cast either spell, you can't cast it from the weapon again until the next dawn. Sentience. Whelm is a sentient lawful neutral weapon with an Intelligence of 15, a Wisdom of 12, and a Charisma of 15. It has hearing and darkvision out to a range of 120 feet.The weapon communicates telepathically with its wielder and can speak, read, and understand Dwarvish, Giant, and Goblin. It shouts battle cries in Dwarvish when used in combat. Personality. Whelm's purpose is to slaughter giants and goblinoids. It also seeks to protect dwarves against all enemies. Conflict arises if the wielder fails to destroy goblins and giants or to protect dwarves. Whelm has ties to the dwarf clan that created it, variously called the Dankil or the Mightyhammer clan. It longs to be returned to that clan. It would do anything to protect those dwarves from harm. The hammer also carries a secret shame. Centuries ago, a dwarf named Ctenmiir wielded it valiantly for a time. But Ctenmiir was turned into a vampire. His will was strong enough that he bent Whelm to his evil purposes, even killing members of his own clan. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Whelm","DMG'24","324","artifact","weapon (Warhammer), martial weapon, melee weapon","requires attunement by a dwarf or a creature attuned to a belt of dwarvenkind","1d8 Bludgeoning","Thrown (60/180 ft.), Versatile (1d10)","Mastery: Push","5 lb.","","Whelm is a powerful weapon forged by dwarves and lost in the dungeon of White Plume Mountain.You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon. Hurl. Whelm has Thrown with a normal range of 60 feet and a long range of 180 feet. When you hit with a ranged attack roll using Whelm, the target takes an extra 1d8 Force damage, or an extra 4d8 Force damage if the target is a Construct, an Elemental, or a Giant. Immediately after hitting or missing, the weapon flies back to your hand. Shock Wave. You can take a Magic action to strike the ground with Whelm and send a shock wave out from the point of impact. Each creature of your choice on the ground within 60 feet of that point must succeed on a DC 20 Constitution saving throw or have the Stunned condition for 1 minute. A creature repeats the save at the end of each of its turns, ending the effect on itself on a success. Once used, this property can't be used again until the next dawn. Supernatural Awareness. While you are holding the weapon, it alerts you to the location of any secret or concealed doors within 30 feet of you. In addition, you can cast Detect Evil and Good or Locate Object from the weapon. Once you cast either spell, you can't cast it from the weapon again until the next dawn. Sentience. Whelm is a sentient, Lawful Neutral weapon with an Intelligence of 15, a Wisdom of 12, and a Charisma of 15. It has hearing and Darkvision out to 120 feet.The weapon communicates telepathically with its wielder and speaks Dwarvish, Giant, and Goblin. Personality. Whelm has ties to the dwarf clan that created it, called the Dankil or the Mightyhammer clan. It longs to be returned to that clan. Whelm's purpose is to protect dwarves. Conflict arises if the wielder doesn't share this goal. Destroying Whelm. Whelm can be dissolved in the acidic bile of a recently slain ancient black dragon. It can also be melted down in the forges of the Mightyhammer dwarf clan, but only by the rightful leader of that clan. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Whirling Weapons","TGS2","188","rare","generic variant","","","","","","","These magic weapons were forged with lightweight metals and designed for speed rather than brute force. Whirling weapons have the finesse and light properties and whistle softly when swung through the air. When you take the Attack action and attack with a whirling weapon that you're holding in one hand, you can use a bonus action to make another attack with the same weapon. You don't add your ability modifier to the damage of the bonus attack, unless that modifier is negative. If you're holding a different whirling weapon in each hand and engage in two-weapon fighting, you can make one attack with each weapon when you use a bonus action in this way.In addition, if you have the Two-Weapon Fighting fighting style, you can add your ability modifier to the damage of the bonus attacks. Base items. This item variant can be applied to the following base items:Axe (Whirling Axe)Battle Axe (Whirling Battle Axe)Bellow Flute (Whirling Bellow Flute)Dandelion Spear (Whirling Dandelion Spear)Field Spear (Whirling Field Spear)Hammer (Whirling Hammer)Heavy Hammer (Whirling Heavy Hammer)Hooked Shortspear (Whirling Hooked Shortspear)Iron Tea Kettle (Whirling Iron Tea Kettle)Lom Lom Dagger (Whirling Lom Lom Dagger)Long Sword (Whirling Long Sword)Secret Stone Sword (Whirling Secret Stone Sword)Shovel (Whirling Shovel)Staff (Whirling Staff)Sword (Whirling Sword)Tapper Sack (Whirling Tapper Sack)Yklwa (Whirling Yklwa)"
"Whirlpool Dart","TGS2","188","uncommon","weapon (Dart), simple weapon, ranged weapon","","1d4 Piercing","finesse, thrown (20/60 ft.)","","¼ lb.","","This dart feels cold and hefty in the hand, but flies effortlessly when thrown. As an action, you can throw this dart at a point within 20 feet of you and speak its command word to cause it to create a wild, spiraling whirlpool in a 15-foot-radius, 10-foot-high cylinder centered on that point. Each creature in the area excluding you must make a DC 13 Strength saving throw. On a failed save, a creature takes 4d4 bludgeoning damage and is pulled up to 15 feet toward the center of the cylinder. On a successful save, a creature takes half as much damage and isn't pulled.In addition, unsecured objects that are completely within the cylinder are automatically pulled 15 feet toward the center by this effect, and all nonmagical flames within the cylinder are extinguished.The dart's property can't be used again until the next dawn. In the meantime, the dart can still be used as a magic weapon. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Whisper","TDCSR","211","legendary","weapon (Dagger), simple weapon, melee weapon","requires attunement","1d4 Piercing","finesse, light, thrown (20/60 ft.), Vestige","","1 lb.","","Forged with a mercurial metal accidentally drawn from the Realms Beyond, this dagger shimmers with an unsettling sourceless light. It was once wielded by Vax'ildan, a legendary champion of the Matron of Ravens. Two raven feathers are linked to its pommel as a memento of its former bearer. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information.Multiple variations of this item exist, as listed below:Whisper (Dormant)Whisper (Awakened)Whisper (Exalted)"
"Whisper (Awakened)","TDCSR","211","legendary","weapon (Dagger), simple weapon, melee weapon","requires attunement","1d4 Piercing","finesse, light, thrown (20/60 ft.), Vestige","","1 lb.","","Forged with a mercurial metal accidentally drawn from the Realms Beyond, this dagger shimmers with an unsettling sourceless light. It was once wielded by Vax'ildan, a legendary champion of the Matron of Ravens. Two raven feathers are linked to its pommel as a memento of its former bearer. Dormant. While Whisper is in a dormant state, you gain a +1 bonus to attack and damage rolls made with this magic weapon.Additionally, when you score a critical hit with this dagger, the target must succeed on a DC 13 Wisdom saving throw or become frightened of you for 1 minute. On a success, the target is immune to this effect for 24 hours. Awakened. When Whisper reaches an awakened state, you gain the following benefits:The weapon's bonus to attack and damage rolls increases to +2. Additionally, when you hit with an attack using this dagger, the target takes an extra 1d6 psychic damage.The DC to resist being frightened from a critical hit increases to 15. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Whisper (Dormant)","TDCSR","211","legendary","weapon (Dagger), simple weapon, melee weapon","requires attunement","1d4 Piercing","finesse, light, thrown (20/60 ft.), Vestige","","1 lb.","","Forged with a mercurial metal accidentally drawn from the Realms Beyond, this dagger shimmers with an unsettling sourceless light. It was once wielded by Vax'ildan, a legendary champion of the Matron of Ravens. Two raven feathers are linked to its pommel as a memento of its former bearer. Dormant. While Whisper is in a dormant state, you gain a +1 bonus to attack and damage rolls made with this magic weapon.Additionally, when you score a critical hit with this dagger, the target must succeed on a DC 13 Wisdom saving throw or become frightened of you for 1 minute. On a success, the target is immune to this effect for 24 hours. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Whisper (Exalted)","TDCSR","211","legendary","weapon (Dagger), simple weapon, melee weapon","requires attunement","1d4 Piercing","finesse, light, thrown (20/60 ft.), Vestige","","1 lb.","","Forged with a mercurial metal accidentally drawn from the Realms Beyond, this dagger shimmers with an unsettling sourceless light. It was once wielded by Vax'ildan, a legendary champion of the Matron of Ravens. Two raven feathers are linked to its pommel as a memento of its former bearer. Dormant. While Whisper is in a dormant state, you gain a +1 bonus to attack and damage rolls made with this magic weapon.Additionally, when you score a critical hit with this dagger, the target must succeed on a DC 13 Wisdom saving throw or become frightened of you for 1 minute. On a success, the target is immune to this effect for 24 hours. Awakened. When Whisper reaches an awakened state, you gain the following benefits:The weapon's bonus to attack and damage rolls increases to +2. Additionally, when you hit with an attack using this dagger, the target takes an extra 1d6 psychic damage.The DC to resist being frightened from a critical hit increases to 15. Exalted. When Whisper reaches an exalted state, you gain the following benefits:The weapon's bonus to attack and damage rolls increases to +3, and the extra psychic damage it deals increases to 1d8.The DC to resist being frightened from a critical hit increases to 17.When this dagger is used to make a ranged attack, you can choose to transform into shadow and merge with the blade as part of the action used to attack, teleporting to another location. If the attack hits, you appear in an unoccupied space of your choice within 5 feet of the target. If the attack misses, you appear where the GM determines the dagger lands (typically within 1d6 × 5 feet of the target). In either case, you appear with the dagger in your hand. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Whisper Jar","AI","27","varies","wondrous item","requires attunement","","","","","","Also at rank 1, you are the beneficiary of a whisper jar—a common magic item resembling an ether-filled jar with a long tap hose. The jar is used to record others' stories and your own observations, like a verbal notebook with unlimited space. The whisper jar records as fast as a creature can speak into it, and whispers back words at the same pace they were recorded. Activating the playback of a particular recording is an action.Things Recorded in Your Whisper Jard8Recording1A live recording of the only performance of the mostly forgotten stage play Tabaxi on a Hot Tin Roof2The life's work of the loremonger who owned the jar before you3Every courageous thought you've ever had, to cover for how scared you are most of the time4Everything, because everyone else around you will eat their words one day!5The top seven places to eat fried rat skewers in every settlement you've ever visited6The entire family tree of every royal line, extant or lost, in Faerûn7A moment-by-moment review of your favorite Jim Darkmagic stage performance8The sound of raucous applause, which you play back liberally Whispered Encyclopedia. At rank 2, your whisper jar becomes an uncommon magic item that can tap into the broader lore of Acquisitions Incorporated. As a bonus action, you ask the jar for information on a specific subject and make a DC 15 Intelligence (History) check. On a success, the jar plays back a recording on that subject, made somewhere, sometime by another Acq Inc loremonger. This property of the whisper jar can't be used again until the next dawn. Whispered Warnings. Also at rank 3, your whisper jar gains additional power and becomes a rare magic item. As an action, you can cause the jar to function as a wand of enemy detection, whereupon it whispers the direction to foes within range. This property of the whisper jar can't be used again until the next dawn. Whispered Arcana. Also at rank 4, your whisper jar gains access to even more magic. By whispering the name of one of the following spells into the jar as an action, you can cast that spell from the jar: detect evil and good, detect magic, detect poison and disease, find traps, identify, or locate animals or plants. This property of the whisper jar can't be used again until the next dawn."
"Whispergust Mote","TGS2","188","common","wondrous item","","","","","","","A whispergust mote is a sentient breath of air typically separated from a larger air elemental. When not invisible, its form resembles a dollop of blue whipped cream but is weightless and fluid to the touch. The mote can use an action to become invisible, but it typically only does so when it senses danger. When left to its own devices, the mote will gently tousle the hair of passing creatures or flip a fallen leaf. While it is a form that is defined by its wanderlust, it nevertheless enjoys the company and experiences of adventuring parties that travel to new and unique locations. Most owners of a whispergust mote are rarely so bold as to claim ownership of it at all.The mote is considered a magical object and is not a creature. It has a flying speed of 20 feet and can hover. It has AC 10, 5 hit points, and has resistance to all damage. The whispergust mote regains all its hit points if affected by a gust of wind spell or similar magic. Sentience. The whispergust mote is a sentient chaotic good item with an Intelligence of 1, a Wisdom of 8, and a Charisma of 7. It has hearing and darkvision out to a range of 60 feet. It can't speak or read, but understands Auran and Common. Personality. The whispergust mote ultimately travels where it wants to go, but knows that companionship is often worth the limitations that come with it. In even the most dull of places, the mote will find ways to entertain itself—often to the panic or frustration of the creatures it travels with."
"White Chromatic Rose","WBtW","208","rare","wondrous item","","","","","","","While this rose is held, it is covered in frost as a harmless visual effect.While holding the rose by its stem, you gain resistance to cold damage. If you would take more than 10 cold damage from a single source (after applying the resistance), the rose disintegrates, and you take no damage instead.As an action, you can blow the petals from the rose to produce a 20-foot cone of cold. Each creature in the cone must make a DC 15 Constitution saving throw, taking 3d10 cold damage on a failed save, or half as much damage on a successful one. Using this property destroys the rose."
"White Dragon Cape","TftYP","193","unknown (magic)","other","","","","","","","You have resistance to cold damage while wearing this cape."
"White Dragon Mask","RoTOS","4","legendary","wondrous item","requires attunement","","","","","","This gleaming mask is white with highlights of pale blue and is topped by a spined crest. The mask reshapes to fit a wearer attuned to it. While you are wearing the mask and attuned to it, you can access the following properties. Damage Absorption. You have resistance against cold damage. If you already have resistance to cold damage from another source, you instead have immunity to cold damage. If you already have immunity to cold damage from another source, whenever you are subjected to cold damage, you take none of that damage and regain a number of hit points equal to half the damage dealt of that type. Draconic Majesty. While you are wearing no armor, you can add your Charisma bonus to your Armor Class. Dragon Breath. If you have a breath weapon that requires rest to recharge, it gains a recharge of 6. Dragon Sight. You gain darkvision out to 60 feet, or to an additional 60 feet if you already have that sense. Once per day, you can gain blindsight out to 30 feet for 5 minutes. Dragon Tongue. You can speak and understand Draconic. You also have advantage on any Charisma check you make against White Dragons. Legendary Resistance. (1/Day) If you fail a saving throw, you can choose to succeed instead. Winter's Fury. While your current hit points are equal to or less than half your hit point maximum, you deal an extra 1d8 cold damage with your melee attacks."
"White Dragon Scale Mail","DMG'14","165","very rare","medium armor","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to cold damage.Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest white dragon within 30 miles of you. This special action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"White Dragon Scale Mail","DMG'24","254","very rare","medium armor (scale mail)","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon. In either case, Dragon Scale Mail is highly valued.While wearing this armor, you gain a +1 bonus to Armor Class, you have Advantage on saving throws against the breath weapons of Dragons, and you have Resistance to Cold damage.Additionally, you can focus your senses as a Magic action to discern the distance and direction to the closest white dragon within 30 miles of yourself. This action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
